Category Name,CategoryID,Product Name,ProductID,Product Image Url,allImageUrls(5<),Product Url,originalPrice($),salePrice($),Commission Rate,Out of Stock Date,Discount,Click url
Walkie Talkie,50906,TK-3107 Walkie Talkie UHF 400-470MHz 16 RF Channel 5Watt Portable Two Way Radio Transceiver with Free Antenna for Kenwood,1005002162012938,https://ae01.alicdn.com/kf/H9579823001574673a6e5cb576ba6e76fa/TK-3107-Walkie-Talkie-UHF-400-470MHz-16-RF-Channel-5Watt-Portable-Two-Way-Radio-Transceiver.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H9579823001574673a6e5cb576ba6e76fa.jpg,https://ae04.alicdn.com/kf/H2e5b189db34147b68aae64aa32ce8149e.jpg,https://ae04.alicdn.com/kf/Hc3bb24460b4e4c40865e14247c6d6ffa5.jpg,https://ae04.alicdn.com/kf/H8f9935479a6e4d05ad9193014ee72ba9P.jpg,https://ae04.alicdn.com/kf/Hce621739cd374064883e0cbdcf946eba5.jpg,",https://www.aliexpress.com/item/1005002162012938.html,76.93,46.16,7.00%,2098-12-31,40%,https://s.click.aliexpress.com/e/_9jBLBU
Walkie Talkie,50906,Baofeng UV-10R Walkie Talkie 10W 5800mAh VHF UHF Dual Band Two Way CB Ham Radio UV10R Portable USB Charging Radio Transceiver,1005001976319709,https://ae01.alicdn.com/kf/H4d820b2b95b544c5be1741c8d6b31f25I/Baofeng-UV-10R-Walkie-Talkie-10W-5800mAh-VHF-UHF-Dual-Band-Two-Way-CB-Ham-Radio.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H4d820b2b95b544c5be1741c8d6b31f25I.jpg,https://ae04.alicdn.com/kf/Hcdc9ba78e4494cd69a40c0aba788ab20v.jpg,https://ae04.alicdn.com/kf/H962e0a3582374b4083048f7543e3f464B.jpg,https://ae04.alicdn.com/kf/Hcfa45b15073c4cc3b1df8f3bdc13ec03O.jpg,https://ae04.alicdn.com/kf/Hf62dae51453640d68d3b28ee1d60a6839.jpg,",https://www.aliexpress.com/item/1005001976319709.html,102.61,30.78,4.00%,2098-12-31,70%,https://s.click.aliexpress.com/e/_ANaRcW
Walkie Talkie,50906,5.8 inch Big Screen i13 Smartphone 12MB+4G Android Smartphone HD Camera Dual-core Dual Card Dual Mode Phone,1005002150949511,https://ae01.alicdn.com/kf/H2821aab536be426d9a3aec93d191d3e4N/5-8-inch-Big-Screen-i13-Smartphone-12MB-4G-Android-Smartphone-HD-Camera-Dual-core-Dual.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H2821aab536be426d9a3aec93d191d3e4N.jpg,https://ae04.alicdn.com/kf/H03e742489f534e61b0cc5e0654034abfz.jpg,https://ae04.alicdn.com/kf/Hddee134f659d4d30bb6785be45d61c4bN.jpg,https://ae04.alicdn.com/kf/H066bc9e3ea3345ed88604d4029313aa8o.jpg,https://ae04.alicdn.com/kf/H73f655444faf4de09d02dbf4ac77b71e6.jpg,",https://www.aliexpress.com/item/1005002150949511.html,87.50,35.00,8.00%,2098-12-31,60%,https://s.click.aliexpress.com/e/_AnPjwE
Walkie Talkie,50906,2021 New Arrival Note10 5.0 Inch Full Screen Smartphone 8 Core 4GB Dual Camera Andriod Phone 4000mAh Fast Focusing Cell Phone,1005002115904949,https://ae01.alicdn.com/kf/H17fed3aba2dd420cab20ab9e7af134de9/2021-New-Arrival-Note10-5-0-Inch-Full-Screen-Smartphone-8-Core-4GB-Dual-Camera-Andriod.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H17fed3aba2dd420cab20ab9e7af134de9.jpg,https://ae04.alicdn.com/kf/H68cd625540ad4acfbf1bc1cafbfede1cF.jpg,https://ae04.alicdn.com/kf/Hd325e1c1ff214660ba694039f0bdefa4L.jpg,https://ae04.alicdn.com/kf/H5aa7d2cb98ea4fddb22a69033d0039c9q.jpg,https://ae04.alicdn.com/kf/Hd7b761372d2747abbbab3b16206302fb6.jpg,",https://www.aliexpress.com/item/1005002115904949.html,39.53,29.65,7.00%,2098-12-31,25%,https://s.click.aliexpress.com/e/_A6Uklc
Walkie Talkie,50906,2021 Baofeng DMR DM-1801 Walkie Talkie VHF UHF 136-174&400-470MHz Dual-Frequency Dual-Slot Digital Radio DM1801 Ham Broadcasting,1005002001531796,https://ae01.alicdn.com/kf/Hdecb10ac6b8742f393952734b3e9cb83H/2021-Baofeng-DMR-DM-1801-Walkie-Talkie-VHF-UHF-136-174-400-470MHz-Dual-Frequency-Dual.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/Hdecb10ac6b8742f393952734b3e9cb83H.jpg,https://ae04.alicdn.com/kf/H778afa889cf54555879250cca443a5d1P.jpg,https://ae04.alicdn.com/kf/H14e9fe8932df459b801fd7aa882a00b9l.jpg,https://ae04.alicdn.com/kf/H2e5d0fd8465443bc9fef5e0ad1ca4c51u.jpg,https://ae04.alicdn.com/kf/Hafe9799b10f74d249ddc3e3a213a5a93U.jpg,",https://www.aliexpress.com/item/1005002001531796.html,87.19,61.03,4.00%,2098-12-31,30%,https://s.click.aliexpress.com/e/_AqpKPs
Walkie Talkie,50906,ZASTONE Mini Walkie Talkie 2W Mini6 New Portable Walkie Talkie 16CH 1000mAh UHF 400-470MHz Two-Way Radio HF Transceiver,32856604575,https://ae01.alicdn.com/kf/HTB1mmiYc56guuRjy1Xdq6yAwpXaZ/ZASTONE-Mini-Walkie-Talkie-2W-Mini6-New-Portable-Walkie-Talkie-16CH-1000mAh-UHF-400-470MHz-Two.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/HTB1mmiYc56guuRjy1Xdq6yAwpXaZ.jpg,https://ae04.alicdn.com/kf/HTB1_2hkKXOWBuNjy0Fiq6xFxVXa7.jpg,https://ae04.alicdn.com/kf/HTB1i57ddx9YBuNjy0Ffq6xIsVXas.jpg,https://ae04.alicdn.com/kf/HTB1tc81dTtYBeNjy1Xdq6xXyVXay.jpg,https://ae04.alicdn.com/kf/HTB1uO_qBMKTBuNkSne1q6yJoXXaG.jpg,",https://www.aliexpress.com/item/32856604575.html,14.00,10.50,30.00%,2098-12-31,25%,https://s.click.aliexpress.com/e/_AZGaV8
Walkie Talkie,50906,Green Tactical Harness Front Pack Bag Case Pouch Carry Holster for Kenwood Motorola TYT Baofeng Walkie Talkie Vest Rig Chest Bag,1005002150631465,https://ae01.alicdn.com/kf/Hdd598f28dd954f76952025c5a4167311l/Green-Tactical-Harness-Front-Pack-Bag-Case-Pouch-Carry-Holster-for-Kenwood-Motorola-TYT-Baofeng-Walkie.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/Hdd598f28dd954f76952025c5a4167311l.jpg,https://ae04.alicdn.com/kf/H1acae4c7bc474fc583858ac2cb896fbb8.jpg,https://ae04.alicdn.com/kf/Hb7acceaf150b4dfebc63cce12798c67e6.jpg,https://ae04.alicdn.com/kf/Hf807574949af4dfc911fc89d459191d8i.jpg,https://ae04.alicdn.com/kf/H9cd85372929543f98667812d159af2ffC.jpg,",https://www.aliexpress.com/item/1005002150631465.html,21.62,12.97,7.00%,2098-12-31,40%,https://s.click.aliexpress.com/e/_AoFhsO
Walkie Talkie,50906,2pcs/lot Cheapest Baofeng bf-888s 5W Walkie talkie Handheld Two way Radio BF-888S walkie-talkie transceiver Ricetrasmettitore,621344321,https://ae01.alicdn.com/kf/H17924e0adcae49e5bee27d296e7e4af8t/2pcs-lot-Cheapest-Baofeng-bf-888s-5W-Walkie-talkie-Handheld-Two-way-Radio-BF-888S-walkie.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H17924e0adcae49e5bee27d296e7e4af8t.jpg,https://ae04.alicdn.com/kf/Hb0cc3750af5844e58cc3ed52bd48da90C.jpg,https://ae04.alicdn.com/kf/H7dafb2e11b7f4c84879447c922feca0e0.jpg,https://ae04.alicdn.com/kf/H2e54d22f85164409b8e85399cee9232aG.jpg,https://ae04.alicdn.com/kf/Hf87563b67fd848168a35d6088060a055p.jpg,",https://www.aliexpress.com/item/621344321.html,40.00,34.00,20.00%,2098-12-31,15%,https://s.click.aliexpress.com/e/_985GSq
Walkie Talkie,50906,OPPXUN 29.6/50/144/430MHz 4 Bands Mobile Antenna CR-8900 for TYT TH-9800 Yaesu Ft-8900R Car Radio 125cm Stainless SL16 PL-259,1005002150712282,https://ae01.alicdn.com/kf/H21134bad41904c5dad3d4aaf6d27aa44I/OPPXUN-29-6-50-144-430MHz-4-Bands-Mobile-Antenna-CR-8900-for-TYT-TH-9800.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H21134bad41904c5dad3d4aaf6d27aa44I.jpg,https://ae04.alicdn.com/kf/Heb11a8b1c137475bacd2a9de89858997v.jpg,https://ae04.alicdn.com/kf/H74795091dfe9422aa76798c8e99ca1aa6.jpg,https://ae04.alicdn.com/kf/H41941b8504344482be3519c76cb2bbd0V.jpg,https://ae04.alicdn.com/kf/H92750edbaa63406ebe921706f93f35aaG.jpg,",https://www.aliexpress.com/item/1005002150712282.html,54.77,32.86,7.00%,2098-12-31,40%,https://s.click.aliexpress.com/e/_AaYWoa
Walkie Talkie,50906,OPPXUN Radio Microphone EMS-53 8pin DTMF Handheld Mic for Alinco DR-03 DR-06 DR-135 DR-235 DR-435 DR-635 Radio,1005002156489930,https://ae01.alicdn.com/kf/H81fdb21b2b1a41b8ba0f7d75fe618043C/OPPXUN-Radio-Microphone-EMS-53-8pin-DTMF-Handheld-Mic-for-Alinco-DR-03-DR-06-DR.jpg_220x220.jpg,"https://ae04.alicdn.com/kf/H81fdb21b2b1a41b8ba0f7d75fe618043C.jpg,https://ae04.alicdn.com/kf/Hec1628c791914517b1a9f1afabd42f4c1.jpg,https://ae04.alicdn.com/kf/H3a320658ca0b43c59ae54e486e63c9dbf.jpg,https://ae04.alicdn.com/kf/H9290b867c89d421e8f89d8ac51b7adcf8.jpg,https://ae04.alicdn.com/kf/Ha57a708c55414112a95f195c9ff0f41eB.jpg,",https://www.aliexpress.com/item/1005002156489930.html,31.33,18.80,7.00%,2098-12-31,40%,https://s.click.aliexpress.com/e/_ACAnqw
